Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,RA9extras,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired,Name-additional
287,Logan Gillaspie,25,BAL,17.1,17,0,8,4.15,4.53,0.26,-0.30,0.00,106.4,4.23,0,0.0,.59,0.0,0.1,2,.501,.500,,Free Agency,gillalo01
288,Kevin Ginkel,28,ARI,29.1,30,0,14,4.30,4.57,0.29,-0.31,0.00,101.5,4.03,-1,-0.1,1.19,-0.1,0.1,2,.497,.499,,Amateur Draft,ginkeke01
289,Lucas Giolito,27,CHW,161.2,30,30,92,5.12,4.15,-0.14,0.19,0.00,102.3,4.59,-9,-0.9,,-0.1,0.5,5,.469,.494,$7450000,Traded,giolilu01
290,Mychal Givens,32,2TM,61.1,59,1,27,3.96,4.41,0.01,-0.30,0.27,99.2,4.35,3,0.3,1.30,0.0,0.9,8,.505,.502,$3500000,Free Agency,givenmy01
291,Tyler Glasnow,28,TBR,6.2,2,2,1,1.35,4.34,0.11,0.20,0.00,107.5,4.77,3,0.3,,0.0,0.4,3,.652,.502,$5100000,Traded,glasnty01
292,Austin Gomber*,28,COL,124.2,33,17,80,5.78,4.44,0.05,0.07,0.00,116.0,5.18,-8,-0.9,.59,-0.1,0.2,3,.474,.495,,Traded,gombeau01
293,Tony Gonsolin,28,LAD,130.1,24,24,32,2.21,4.38,0.49,0.20,0.00,105.8,4.32,30,3.5,,-0.1,4.6,43,.647,.522,,Amateur Draft,gonsoto01
294,Marco Gonzales*,30,SEA,183.0,32,32,97,4.77,4.28,0.32,0.20,0.00,94.3,3.92,-17,-1.7,,-0.1,-0.1,-1,.447,.489,$5750000,Traded,gonzama02
295,Chi Chi González,30,3TM,23.0,7,5,15,5.87,4.47,0.40,0.13,0.00,97.8,4.11,-4,-0.4,.61,0.0,-0.2,-2,.440,.499,$100000,Waivers,gonzach01
296,Luis González*,26,SFG,6.1,5,0,4,5.68,4.86,-0.54,-0.33,0.00,96.0,4.87,-1,-0.1,.00,0.0,0.0,0,.488,.500,,Waivers,gonzalu03
297,Marwin Gonzalez,33,NYY,0.1,1,0,0,0.00,4.40,0.86,-0.30,0.00,86.0,2.78,0,0.0,.00,0.0,0.0,0,.511,.500,,Free Agency,gonzama01
298,Nick Gordon,26,MIN,3.2,4,0,9,22.09,4.45,0.38,-0.29,0.00,97.9,3.70,-7,-0.7,.00,0.3,-0.3,-7,.330,.496,,Amateur Draft,gordoni01
299,MacKenzie Gore*,23,SDP,70.0,16,13,35,4.50,4.33,0.12,0.16,0.00,95.4,4.17,-3,-0.3,.83,-0.1,0.3,4,.483,.498,,Amateur Draft,gorema01
300,Anthony Gose*,31,CLE,21.0,22,0,13,5.57,4.39,0.40,-0.29,0.27,99.3,3.94,-4,-0.4,.75,0.0,-0.2,-2,.482,.498,,Free Agency,gosean01
301,Phil Gosselin,33,LAA,1.0,1,0,0,0.00,4.41,0.10,-0.30,0.00,86.0,3.46,0,0.0,.00,0.0,0.0,0,.543,.500,,Waivers,gosseph01
302,Trevor Gott,29,MIL,45.2,45,0,25,4.93,4.35,0.31,-0.29,0.24,96.3,3.85,-6,-0.6,1.38,-0.2,-0.4,-1,.487,.496,,Free Agency,gotttr01
303,Ashton Goudeau,29,COL,20.1,12,0,18,7.97,4.40,0.05,-0.29,0.27,115.4,5.00,-7,-0.7,.98,0.0,-0.5,-5,.444,.496,,Waivers,goudeas01
304,Brusdar Graterol,23,LAD,49.2,46,1,20,3.62,4.32,0.53,-0.29,0.34,104.2,4.00,2,0.2,1.34,-0.1,0.6,7,.505,.501,,Traded,gratebr01
305,Kendall Graveman,31,CHW,65.0,65,0,29,4.02,4.25,-0.15,-0.28,0.26,102.2,4.47,4,0.4,1.57,0.0,1.0,9,.506,.502,$8000000,Free Agency,graveke01
306,Jon Gray,30,TEX,127.1,24,24,61,4.31,4.32,0.06,0.20,0.00,98.1,4.37,1,0.2,,-0.1,1.3,12,.507,.501,$15000000,Free Agency,grayjo02
307,Josiah Gray,24,WSN,148.2,28,28,84,5.09,4.37,-0.24,0.20,0.00,96.1,4.63,-8,-0.8,,-0.1,0.5,6,.471,.495,,Traded,grayjo03
308,Sonny Gray,32,MIN,119.2,24,24,44,3.31,4.24,0.18,0.18,0.00,97.6,4.13,11,1.3,,-0.1,2.3,22,.554,.508,,Traded,grayso01
309,Chad Green,31,NYY,15.0,14,0,6,3.60,4.29,0.65,-0.29,0.00,101.8,3.42,0,0.0,1.65,0.0,0.1,1,.498,.500,$4000000,Traded,greench03
310,Hunter Greene,22,CIN,125.2,24,24,64,4.58,4.47,-0.17,0.20,0.00,110.3,5.34,10,1.1,,-0.1,2.2,22,.547,.507,,Amateur Draft,greenhu01
311,Shane Greene,33,2TM,3.0,2,0,2,6.00,4.62,0.70,-0.31,0.00,106.0,3.82,-1,0.0,.52,0.0,0.0,0,.475,.500,,Free Agency,greensh02
312,Zack Greinke,38,KCR,137.0,26,26,65,4.27,4.30,-0.29,0.20,0.00,104.7,5.01,12,1.3,,-0.1,2.5,23,.551,.508,$13000000,Free Agency,greinza01
313,Randal Grichuk,30,COL,1.0,1,0,0,0.00,3.70,0.05,-0.24,0.00,130.0,4.44,0,0.1,.00,0.0,0.0,1,.554,.500,,Traded,grichra01
314,Foster Griffin*,26,2TM,6.1,6,0,7,9.95,4.26,-0.14,-0.28,0.00,100.1,4.15,-4,-0.4,.13,0.1,-0.2,-4,.435,.498,,Free Agency,grifffo01
315,Justin Grimm,33,OAK,15.1,15,0,8,4.70,4.25,-0.18,-0.28,0.00,94.8,3.93,-1,-0.1,.57,0.0,0.0,0,.491,.499,,Free Agency,grimmju01
316,Michael Grove,25,LAD,29.1,7,6,21,6.44,4.39,0.64,0.18,0.00,103.9,4.09,-8,-0.7,.13,0.0,-0.5,-5,.394,.495,,Amateur Draft,grovemi01
317,Robert Gsellman,28,CHC,15.1,8,0,10,5.87,4.48,0.02,-0.30,0.73,103.1,5.04,-1,-0.1,1.00,0.0,0.0,0,.481,.499,$100000,Free Agency,gsellro01
318,Javy Guerra,26,2TM,18.0,18,0,11,5.50,4.52,0.17,-0.30,0.61,93.6,4.36,-2,-0.1,.99,0.1,0.1,-1,.492,.500,,Traded,guerrja02
319,Jandel Gustave,29,MIL,28.0,27,0,13,4.18,4.27,0.31,-0.29,0.20,98.5,3.82,-1,-0.1,.86,-0.1,0.1,1,.496,.499,$675000,Traded,gustaja01
320,Vladimir Gutierrez,26,CIN,36.2,10,8,31,7.61,4.64,-0.22,0.19,0.00,108.5,5.48,-9,-0.9,.41,0.0,-0.5,-5,.415,.495,,Amateur Free Agent,gutievl01
321,Josh Hader*,28,2TM,50.0,56,0,30,5.40,4.43,0.19,-0.30,0.00,95.1,3.75,-9,-1.0,1.95,-0.6,-1.0,-5,.483,.498,$11000000,Traded,haderjo01
322,Jake Hager,29,ARI,2.1,3,0,2,7.71,4.49,0.40,-0.30,0.00,100.2,3.80,-1,-0.1,.00,0.0,0.0,-1,.465,.499,,Waivers,hagerja01
323,Darick Hall,26,PHI,0.1,1,0,0,0.00,5.08,-0.70,-0.35,0.00,100.0,5.43,0,0.0,.03,0.0,0.0,0,.522,.500,,Amateur Draft,hallda02
324,DL Hall*,23,BAL,13.2,11,1,9,5.93,4.36,0.22,-0.16,0.00,100.1,3.99,-3,-0.3,1.02,0.0,-0.2,-2,.472,.498,,Amateur Draft,halldl01
325,Ian Hamilton,27,MIN,2.2,1,0,2,6.75,4.81,0.25,-0.32,0.00,100.0,4.24,-1,-0.1,.61,0.0,0.0,-1,.426,.500,,Waivers,hamilia01
326,Brad Hand*,32,PHI,45.0,55,0,18,3.60,4.46,-0.33,-0.30,0.12,98.5,4.55,5,0.5,1.23,-0.1,0.9,9,.509,.503,$6000000,Free Agency,handbr01
327,Josh Harrison,34,CHW,3.0,3,0,6,18.00,4.46,-0.23,-0.30,0.00,104.0,4.58,-4,-0.4,.00,0.2,-0.2,-4,.359,.497,$4000000,Free Agency,harrijo05
328,Hunter Harvey,27,WSN,39.1,38,0,12,2.75,4.57,-0.22,-0.31,0.14,94.2,4.36,7,0.8,.92,-0.1,1.0,11,.520,.505,,Waivers,harvehu01
329,Thomas Hatch,27,TOR,4.2,1,1,10,19.29,4.41,0.40,0.20,0.00,100.0,4.22,-8,-0.4,,0.0,-0.4,-7,.091,.497,,Traded,hatchto01
330,Louis Head,32,2TM,28.2,28,0,20,6.28,4.64,0.15,-0.31,0.00,99.8,4.18,-7,-0.7,.56,0.0,-0.4,-4,.476,.496,,Waivers,headlo01
331,Andrew Heaney*,31,LAD,72.2,16,14,34,4.21,4.48,0.45,0.18,0.00,100.2,4.22,0,0.0,1.05,-0.1,0.6,7,.500,.500,$8500000,Free Agency,heanean01
332,Taylor Hearn*,27,TEX,100.0,31,13,60,5.40,4.26,0.07,0.04,0.00,99.5,4.21,-13,-1.3,.94,-0.1,-0.5,-4,.457,.492,$1050000,Traded,hearnta01
333,Jonathan Heasley,25,KCR,104.0,21,21,67,5.80,4.30,-0.27,0.20,0.00,104.3,4.97,-9,-1.0,,-0.1,-0.1,0,.455,.494,,Amateur Draft,heasljo01
334,Ryan Helsley,27,STL,64.2,54,0,11,1.53,4.33,0.25,-0.29,0.17,93.1,3.69,15,1.7,1.67,0.4,2.7,21,.531,.510,,Amateur Draft,helslry01
335,Heath Hembree,33,2TM,22.0,26,0,19,7.77,4.49,0.18,-0.30,0.25,99.7,4.24,-9,-0.9,.93,0.0,-0.7,-7,.466,.497,$2125000,Free Agency,hembrhe01
336,Kyle Hendricks,32,CHC,84.1,16,16,45,4.80,4.39,0.02,0.20,0.00,99.4,4.55,-2,-0.3,,-0.1,0.5,5,.484,.498,$14000000,Traded,hendrky01
337,Liam Hendriks,33,CHW,57.2,58,0,22,3.43,4.25,-0.12,-0.28,0.48,102.2,4.66,8,0.9,1.91,0.3,1.7,13,.515,.505,$13333334,Free Agency,hendrli01
338,Ryan Hendrix,27,CIN,8.1,9,0,5,5.40,4.89,-0.17,-0.33,0.00,96.4,4.56,-1,-0.1,.16,0.0,0.0,0,.491,.499,,Amateur Draft,hendrry01
339,Ronny Henriquez,22,MIN,11.2,3,0,4,3.09,3.98,0.21,-0.11,0.00,96.2,3.53,1,0.1,.73,0.0,0.2,2,.523,.500,,Traded,henriro01
340,Tommy Henry*,24,ARI,47.0,9,9,28,5.36,4.42,0.32,0.20,0.00,100.2,4.31,-6,-0.6,,0.0,-0.2,-1,.438,.497,,Amateur Draft,henryto01
341,Sam Hentges*,25,CLE,62.0,57,0,17,2.47,4.26,0.42,-0.28,0.09,98.7,3.60,8,0.9,.88,-0.2,1.3,13,.516,.505,,Amateur Draft,hentgsa01
342,Jimmy Herget,28,LAA,69.0,49,1,20,2.61,4.30,0.10,-0.26,0.24,101.9,4.26,13,1.4,1.52,0.2,2.3,19,.529,.509,,Free Agency,hergeji01
343,Kevin Herget,31,TBR,7.0,3,0,6,7.71,4.49,0.20,-0.30,0.00,110.7,4.43,-3,-0.3,.32,0.1,-0.1,-2,.415,.498,,Free Agency,hergeke01
344,Carlos Hernández,25,KCR,56.0,27,7,48,7.71,4.44,-0.29,-0.03,0.10,106.5,5.11,-16,-1.6,1.15,-0.1,-1.3,-11,.439,.490,,Amateur Free Agent,hernaca04
345,Darwinzon Hernández*,25,BOS,6.2,7,0,17,22.95,4.73,0.06,-0.31,0.00,108.8,4.74,-13,-1.2,.51,0.3,-0.9,-13,.326,.492,,Amateur Free Agent,hernada02
346,Elieser Hernández,27,MIA,62.1,20,10,48,6.93,4.57,0.12,0.11,0.00,100.0,4.57,-16,-1.6,.95,-0.1,-1.1,-11,.419,.490,$1325000,Rule 5 Draft,hernael01
347,Jonathan Hernández,25,TEX,30.1,29,0,14,4.15,4.22,0.06,-0.28,0.55,101.2,4.48,1,0.1,1.09,-0.1,0.4,4,.505,.501,,Amateur Free Agent,hernajo02
348,Jordan Hicks,25,STL,61.1,35,8,33,4.84,4.44,0.34,-0.08,0.00,94.0,3.78,-7,-0.8,1.45,-0.2,-0.4,-2,.478,.495,$938000,Amateur Draft,hicksjo03
349,Garrett Hill,26,DET,60.1,17,8,29,4.33,4.37,0.18,0.06,0.00,96.2,4.09,-1,-0.1,.76,-0.1,0.4,4,.492,.499,,Amateur Draft,hillga02
350,Rich Hill*,42,BOS,124.1,26,26,67,4.85,4.20,0.05,0.19,0.00,106.3,4.61,-3,-0.3,,-0.1,0.8,8,.488,.498,$5000000,Free Agency,hillri01
351,Tim Hill*,32,SDP,48.0,55,0,20,3.75,4.44,0.14,-0.30,0.00,93.7,3.74,0,0.0,.90,-0.1,0.3,4,.500,.500,$1325000,Traded,hillti01
352,Sean Hjelle,25,SFG,25.0,8,0,19,6.84,4.32,-0.37,-0.02,0.00,99.8,4.66,-6,-0.6,.95,0.0,-0.4,-4,.425,.496,,Amateur Draft,hjellse01
353,Bryan Hoeing,25,MIA,12.2,8,1,17,12.08,4.62,0.15,-0.19,0.00,101.5,4.34,-11,-1.0,.73,0.1,-0.8,-10,.372,.494,,Amateur Draft,hoeinbr01
354,Jeff Hoffman,29,CIN,44.2,35,1,22,4.43,4.59,-0.19,-0.29,0.13,112.4,5.19,4,0.4,.64,-0.2,0.6,8,.511,.502,$925000,Traded,hoffmje02
355,Colin Holderman,26,2TM,28.1,24,0,14,4.45,4.47,0.00,-0.30,0.39,99.5,4.54,0,0.0,.92,0.0,0.3,3,.502,.501,,Amateur Draft,holdeco01
356,Greg Holland,36,TEX,4.2,5,0,5,9.64,4.20,0.06,-0.28,1.19,101.6,5.13,-2,-0.2,1.60,-0.1,-0.3,-2,.452,.499,$2100000,Free Agency,hollagr01
357,Jordan Holloway,26,MIA,2.2,1,0,1,3.38,3.72,0.11,-0.25,0.00,120.0,4.03,0,0.0,.02,0.0,0.0,0,.521,.500,,Amateur Draft,hollojo01
358,Gavin Hollowell,24,COL,7.0,6,0,7,9.00,4.78,0.04,-0.32,0.82,117.3,6.13,-2,-0.2,1.38,-0.1,-0.2,-2,.462,.499,,Amateur Draft,holloga01
359,Clay Holmes,29,NYY,63.2,62,0,21,2.97,4.34,0.64,-0.29,0.35,100.0,3.76,6,0.6,1.73,0.1,1.3,11,.510,.504,$1100000,Traded,holmecl01
360,Tyler Holton*,26,ARI,9.0,10,0,3,3.00,4.58,0.34,-0.31,0.00,99.9,3.93,1,0.1,.45,-0.1,0.1,2,.510,.501,,Amateur Draft,holtoty01
361,Tanner Houck,26,BOS,60.0,32,4,22,3.30,4.42,0.05,-0.12,0.09,107.7,4.68,9,1.0,1.31,0.0,1.6,15,.533,.506,,Amateur Draft,houckta01
362,Adrian Houser,29,MIL,102.2,22,21,66,5.79,4.50,0.36,0.20,0.00,98.9,4.28,-17,-1.7,.26,-0.1,-0.8,-8,.422,.489,$2425000,Traded,housead01
363,Sam Howard*,29,PIT,2.0,3,0,2,9.00,4.71,0.00,-0.32,0.00,104.0,4.57,-1,-0.1,.32,0.0,-0.1,-1,.466,.499,,Waivers,howarsa01
364,Spencer Howard,25,TEX,37.2,10,8,33,7.88,4.11,0.07,0.14,0.00,100.9,4.22,-15,-1.4,.83,0.0,-1.1,-12,.357,.491,,Traded,howarsp01
365,Dakota Hudson,27,STL,139.2,27,26,71,4.58,4.31,0.42,0.19,0.00,97.1,3.96,-10,-1.0,.08,-0.1,0.2,3,.463,.494,$1050000,Amateur Draft,hudsoda02
366,Daniel Hudson,35,LAD,24.1,25,0,7,2.59,4.41,0.46,-0.30,0.00,103.4,3.78,3,0.3,1.59,0.0,0.6,5,.514,.502,$7000000,Free Agency,hudsoda01
367,Brandon Hughes*,26,CHC,57.2,57,0,22,3.43,4.46,0.02,-0.30,0.39,102.0,4.62,8,0.8,1.41,0.0,1.4,13,.514,.505,,Amateur Draft,hughebr01
368,Tommy Hunter,35,NYM,22.1,18,0,8,3.22,4.14,-0.01,-0.28,0.25,95.1,3.92,2,0.2,.90,-0.1,0.3,4,.510,.501,,Free Agency,hunteto02
369,Drew Hutchison,31,DET,105.1,28,18,58,4.96,4.35,0.19,0.13,0.00,96.9,4.15,-9,-0.9,.57,-0.1,0.0,0,.466,.494,$700000,Free Agency,hutchdr01
370,Raisel Iglesias,32,2TM,62.0,67,0,20,2.90,4.37,0.12,-0.29,0.18,101.2,4.19,9,1.0,1.42,0.0,1.6,14,.515,.502,$10000000,Traded,iglesra01
371,Cole Irvin*,28,OAK,181.0,30,30,87,4.33,4.38,-0.17,0.20,0.00,95.4,4.53,5,0.5,,-0.1,2.1,20,.518,.503,,Purchased,irvinco01
372,Andre Jackson,26,LAD,9.2,4,0,3,2.79,4.54,0.57,-0.30,0.58,100.9,4.28,2,0.2,1.29,0.0,0.3,2,.543,.501,,Amateur Draft,jacksan01
373,Jay Jackson,34,ATL,1.1,2,0,0,0.00,4.26,0.20,-0.28,0.00,97.6,3.69,1,0.1,.51,0.0,0.1,1,.529,.500,,Traded,jacksja01
374,Zach Jackson,27,OAK,48.0,54,0,18,3.38,4.30,-0.11,-0.29,0.23,95.4,4.15,4,0.5,1.48,0.0,0.9,8,.509,.503,,Rule 5 Draft,jacksza02
375,Drey Jameson,24,ARI,24.1,4,4,4,1.48,4.72,0.28,0.21,0.00,100.0,4.65,9,1.0,,0.0,1.2,11,.758,.506,,Amateur Draft,jamesdr01
376,Kenley Jansen,34,ATL,64.0,65,0,25,3.52,4.32,0.16,-0.29,0.09,99.6,3.95,3,0.3,1.71,-0.1,0.9,9,.505,.502,$16000000,Free Agency,janseke01
377,Cristian Javier,25,HOU,148.2,30,25,44,2.66,4.23,0.39,0.15,0.00,98.0,3.91,21,2.4,.71,-0.2,3.7,34,.581,.515,,Amateur Free Agent,javiecr01
378,Griffin Jax,27,MIN,72.1,65,0,29,3.61,4.20,0.17,-0.28,0.23,99.3,3.95,3,0.3,1.33,-0.1,0.9,9,.505,.502,,Amateur Draft,jaxgr01
379,Daulton Jefferies,26,OAK,39.1,8,8,26,5.95,4.42,-0.18,0.20,0.00,95.2,4.57,-6,-0.6,,0.0,-0.3,-3,.426,.496,,Amateur Draft,jeffeda01
380,Dany Jiménez,28,OAK,34.1,34,0,16,4.19,4.28,-0.15,-0.28,0.48,94.3,4.36,1,0.1,1.69,-0.1,0.4,4,.503,.501,,Free Agency,jimenda01
381,Joe Jiménez,27,DET,56.2,62,0,24,3.81,4.32,0.14,-0.29,0.00,97.9,3.81,0,0.0,.84,-0.1,0.4,5,.500,.500,$1790000,Amateur Free Agent,jimenjo02
382,Pierce Johnson,31,SDP,14.1,15,0,8,5.02,4.44,0.11,-0.30,0.38,93.3,4.12,-1,-0.2,1.18,-0.1,-0.1,0,.490,.499,$3000000,Free Agency,johnspi01
383,Damon Jones*,27,PHI,4.2,4,0,5,9.64,3.92,-0.31,-0.26,0.00,100.0,3.97,-3,-0.3,.31,0.1,-0.2,-3,.427,.498,,Amateur Draft,jonesda07
384,Jakob Junis,29,SFG,112.0,23,17,57,4.58,4.52,-0.37,0.17,0.00,100.3,5.08,6,0.7,.54,-0.1,1.6,16,.528,.504,$1750000,Free Agency,junisja01
385,Janson Junk,26,LAA,8.1,3,2,6,6.48,3.92,0.10,0.13,0.00,108.2,4.27,-2,-0.2,.28,0.0,-0.1,-1,.432,.499,,Traded,junkja01
386,Tommy Kahnle,32,LAD,12.2,13,0,4,2.84,4.38,0.38,-0.29,0.43,101.2,4.18,2,0.2,1.18,0.0,0.3,3,.515,.501,$3450000,Free Agency,kahnlto01
387,James Kaprielian,28,OAK,134.0,26,26,68,4.57,4.31,-0.17,0.20,0.00,96.6,4.52,0,0.0,,-0.1,1.1,11,.499,.500,,Traded,kaprija01
388,James Karinchak,26,CLE,39.0,38,0,9,2.08,4.14,0.33,-0.28,0.42,98.4,3.90,8,0.9,1.17,0.0,1.2,11,.523,.505,,Amateur Draft,karinja01
389,Anthony Kay*,27,TOR,2.0,1,0,1,4.50,4.99,0.24,-0.33,0.00,100.0,4.41,0,0.0,.22,0.0,0.0,0,.499,.500,,Traded,kayan01
390,Brad Keller,26,KCR,139.2,35,22,86,5.54,4.24,-0.27,0.14,0.00,104.4,4.85,-10,-1.1,.51,-0.1,0.2,2,.470,.493,$4825000,Traded,kellebr01
391,Mitch Keller,26,PIT,159.0,31,29,77,4.36,4.44,0.00,0.18,0.00,102.2,4.71,6,0.7,.89,-0.2,2.0,21,.521,.504,,Amateur Draft,kellemi03
392,Trevor Kelley,29,MIL,23.2,18,0,17,6.46,4.71,0.34,-0.31,0.24,98.5,4.23,-6,-0.6,.76,0.0,-0.4,-4,.466,.496,,Free Agency,kelletr01
393,Carson Kelly,27,ARI,4.2,4,0,4,7.71,4.74,0.48,-0.32,0.00,98.0,3.86,-2,-0.2,.00,0.1,-0.1,-2,.449,.499,$3325000,Traded,kellyca02
394,Joe Kelly,34,CHW,37.0,43,1,26,6.32,4.24,-0.12,-0.28,0.30,103.2,4.52,-7,-0.8,1.18,-0.2,-0.6,-4,.482,.495,$7000000,Free Agency,kellyjo05
395,Merrill Kelly,33,ARI,200.1,33,33,77,3.46,4.41,0.29,0.20,0.00,99.1,4.28,18,2.0,,-0.2,3.7,37,.560,.512,$5250000,Free Agency,kellyme01
396,Michael Kelly,29,PHI,4.0,4,0,1,2.25,4.53,-0.29,-0.30,0.00,92.3,4.16,1,0.1,.15,0.0,0.1,1,.523,.501,,Free Agency,kellymi03
397,Zack Kelly,27,BOS,13.2,13,0,6,3.95,4.40,0.05,-0.29,0.00,106.1,4.30,1,0.1,1.00,0.0,0.2,2,.505,.500,,Free Agency,kellyza01
398,Ian Kennedy,37,ARI,50.1,57,0,33,5.90,4.41,0.34,-0.30,0.22,100.3,4.01,-11,-1.1,1.62,-0.5,-1.1,-6,.481,.493,$4750000,Free Agency,kenneia01
399,Ray Kerr*,27,SDP,5.0,7,0,5,9.00,4.47,0.13,-0.30,0.00,90.8,3.67,-3,-0.3,.08,0.1,-0.1,-3,.457,.498,,Traded,kerrra01
400,Clayton Kershaw*,34,LAD,126.1,22,22,36,2.56,4.32,0.49,0.20,0.00,106.2,4.28,24,2.7,,-0.1,3.8,36,.624,.517,$17000000,Free Agency,kershcl01
401,Dallas Keuchel*,34,3TM,60.2,14,14,69,10.24,4.17,0.02,0.18,0.00,105.8,4.58,-38,-3.1,,0.0,-2.5,-33,.281,.493,$18000000,Free Agency,keuchda01
402,Yusei Kikuchi*,31,TOR,100.2,32,20,67,5.99,4.36,0.25,0.11,0.00,100.8,4.25,-19,-2.0,.56,0.0,-1.0,-11,.439,.488,$16000000,Free Agency,kikucyu01
403,Caleb Kilian,25,CHC,11.1,3,3,15,11.91,4.71,0.02,0.21,0.00,102.5,5.03,-9,-0.7,,0.0,-0.6,-8,.265,.496,,Traded,kiliaca01
404,Craig Kimbrel,34,LAD,60.0,63,0,31,4.65,4.40,0.49,-0.29,0.56,104.0,4.34,-2,-0.2,1.16,-0.2,0.2,3,.496,.499,,Traded,kimbrcr01
405,John King*,27,TEX,51.1,39,0,27,4.73,4.28,0.07,-0.28,0.22,100.9,4.18,-3,-0.3,.99,-0.1,0.1,1,.492,.498,,Amateur Draft,kingjo01
406,Michael King,27,NYY,51.0,34,0,15,2.65,4.33,0.56,-0.29,0.65,100.8,4.17,9,1.0,2.08,0.4,1.9,13,.529,.506,,Traded,kingmi01
407,Tyler Kinley,31,COL,24.0,25,0,5,1.88,4.23,0.04,-0.28,0.00,116.9,4.57,7,0.8,1.37,0.1,1.1,9,.531,.505,$1025000,Waivers,kinlety01
408,George Kirby,24,SEA,130.0,25,25,54,3.74,4.16,0.28,0.19,0.00,94.9,3.87,2,0.3,,-0.1,1.4,13,.511,.502,,Amateur Draft,kirbyge01
409,Andrew Kittredge,32,TBR,20.0,17,0,7,3.15,4.22,0.16,-0.28,0.00,90.5,3.43,1,0.1,1.49,0.0,0.2,2,.505,.500,$1850000,Free Agency,kittran01
410,Corey Kluber,36,TBR,164.0,31,31,82,4.50,4.35,0.17,0.20,0.00,94.2,4.12,-6,-0.7,,-0.1,0.8,8,.479,.496,$8000000,Free Agency,klubeco01
411,Corey Knebel,30,PHI,44.2,46,0,22,4.43,4.46,-0.31,-0.30,0.37,99.2,4.81,2,0.2,1.40,-0.1,0.6,6,.504,.501,$10000000,Free Agency,knebeco01
412,Reiss Knehr,25,SDP,13.2,5,1,6,3.95,4.09,0.13,-0.15,0.00,97.1,3.69,0,0.0,.13,0.0,0.1,1,.491,.500,,Amateur Draft,knehrre01
413,Dusten Knight,31,TBR,11.0,6,0,8,6.55,4.31,0.17,-0.29,1.01,91.6,4.46,-3,-0.3,.70,0.0,-0.1,-2,.456,.498,,Free Agency,knighdu01
414,Andrew Knizner,27,STL,0.2,1,0,0,0.00,4.82,0.58,-0.32,0.00,88.0,3.44,0,0.0,.00,0.0,0.0,0,.527,.500,,Amateur Draft,kniznan01
415,Matt Koch,31,SEA,4.1,4,0,4,8.31,4.21,0.33,-0.28,1.27,88.1,4.28,-2,-0.2,1.01,0.0,-0.2,-2,.450,.499,,Free Agency,kochma01
416,Jared Koenig*,28,OAK,39.1,10,5,25,5.72,4.41,-0.19,0.03,0.00,99.8,4.61,-5,-0.5,.16,0.0,-0.1,-1,.452,.497,,Free Agency,koenija01
417,Adam Kolarek*,33,OAK,17.2,15,0,9,4.58,4.25,-0.18,-0.28,0.00,93.7,3.89,-1,-0.1,.23,0.0,0.0,0,.491,.499,,Traded,kolarad01
418,Michael Kopech,26,CHW,119.1,25,25,53,4.00,4.32,-0.14,0.20,0.00,103.3,4.81,11,1.3,,-0.1,2.3,21,.551,.508,,Traded,kopecmi01
419,Jackson Kowar,25,KCR,15.2,7,0,17,9.77,4.44,-0.28,-0.19,0.00,105.6,4.79,-9,-0.8,.56,0.1,-0.6,-7,.381,.495,,Amateur Draft,kowarja01
420,Max Kranick,24,PIT,5.0,2,0,0,0.00,4.48,0.00,-0.30,0.00,110.7,4.63,3,0.3,1.59,0.1,0.4,3,.649,.502,,Amateur Draft,kranima01
421,Joey Krehbiel,29,BAL,57.2,56,0,28,4.37,4.38,0.24,-0.29,0.19,103.0,4.16,-1,-0.1,1.16,-0.2,0.3,4,.498,.499,,Waivers,krehbjo01
422,Dean Kremer,26,BAL,125.1,22,21,48,3.45,4.37,0.24,0.20,0.00,104.4,4.53,16,1.8,.99,-0.1,2.9,26,.582,.511,,Traded,kremede01
423,Chad Kuhl,29,COL,137.0,27,27,91,5.98,4.47,0.05,0.20,0.00,111.6,5.17,-13,-1.3,,-0.1,-0.1,0,.453,.492,$3000000,Free Agency,kuhlch01
424,Joel Kuhnel,27,CIN,58.0,53,0,41,6.36,4.45,-0.21,-0.30,0.19,111.1,5.07,-8,-0.9,.86,-0.1,-0.4,-3,.483,.495,,Amateur Draft,kuhnejo01
425,A.J. Ladwig,29,MIA,3.1,1,0,4,10.80,4.82,0.17,-0.32,0.00,100.0,4.33,-2,-0.2,.89,0.0,-0.2,-2,.296,.499,,Free Agency,ladwiaj01
426,Travis Lakins Sr.,28,BAL,10.1,6,0,11,9.58,4.42,0.26,-0.29,0.00,100.7,3.89,-6,-0.6,.53,0.1,-0.4,-6,.394,.496,,Waivers,lakintr01
427,Jimmy Lambert,27,CHW,47.0,42,2,18,3.45,4.15,-0.14,-0.21,0.00,101.4,4.14,4,0.4,1.16,-0.1,0.8,8,.510,.503,,Amateur Draft,lambeji01
428,Dinelson Lamet,29,2TM,32.1,32,0,23,6.40,4.64,0.07,-0.31,0.17,108.7,4.81,-6,-0.6,.86,0.1,-0.2,-3,.483,.499,$4775000,Waivers,lametdi01
